,Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),"% trains late due to external causes (weather, obstacles, suspicious packages, malevolence, social movements, etc.)","% trains late due to railway infrastructure (maintenance, works)","% trains late due to traffic management (rail line traffic, network interactions)",% trains late due to rolling stock,% trains late due to station management and reuse of material,"% trains late due to passenger traffic (affluence, PSH management, connections)",Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Period,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
745,2017,2,PARIS LYON,NIMES,178.220973783,269.0,2.0,30.0,23.0322222222,2.38358302122,41.0,33.8504065041,6.6334581772800005,0.472222222222,0.194444444444,0.194444444444,0.138888888889,0.0,0.0,24.0,49.5388888889,16.0,6.0,2017-02-01,47.2222222222,19.4444444444,19.4444444444,13.8888888889,0.0,0.0
746,2017,2,PARIS LYON,PERPIGNAN,306.955882353,136.0,0.0,16.0,28.9583333333,3.1756127451,25.0,47.6773333333,10.056004902,0.333333333333,0.428571428571,0.142857142857,0.0952380952381,0.0,0.0,25.0,47.6773333333,18.0,4.0,2017-02-01,33.333333333300004,42.8571428571,14.2857142857,9.523809523810002,0.0,0.0
748,2017,2,PARIS MONTPARNASSE,ST PIERRE DES CORPS,62.568019093100006,422.0,3.0,26.0,27.6192307692,1.69371519491,44.0,20.4935606061,1.4732696897400002,0.230769230769,0.269230769231,0.115384615385,0.307692307692,0.0769230769231,0.0,13.0,49.5820512821,8.0,4.0,2017-02-01,23.0769230769,26.9230769231,11.538461538499998,30.7692307692,7.692307692310001,0.0
757,2018,2,PARIS LYON,MACON LOCHE,95.6292682927,205.0,0.0,32.0,13.152083333299998,1.8662601626,30.0,23.7316666667,4.48723577236,0.185185185185,0.111111111111,0.259259259259,0.37037037037,0.037037037037,0.037037037037,21.0,4.48723577236,6.0,0.0,2018-02-01,18.5185185185,11.1111111111,25.925925925900003,37.037037037,3.7037037037,3.7037037037
758,2018,2,PARIS LYON,AVIGNON TGV,159.407407407,433.0,1.0,49.0,14.5969387755,1.34139660494,67.0,29.8606965174,6.08233024691,0.3125,0.140625,0.21875,0.328125,0.0,0.0,48.0,6.08233024691,19.0,7.0,2018-02-01,31.25,14.0625,21.875,32.8125,0.0,0.0
759,2018,2,PARIS LYON,PERPIGNAN,308.88888888900004,136.0,1.0,26.0,17.9679487179,3.10814814815,24.0,40.8319444444,8.79135802469,0.304347826087,0.0869565217391,0.304347826087,0.304347826087,0.0,0.0,24.0,8.79135802469,13.0,4.0,2018-02-01,30.4347826087,8.69565217391,30.4347826087,30.4347826087,0.0,0.0
760,2018,2,PERPIGNAN,PARIS LYON,305.125,160.0,0.0,59.0,10.930225988699998,4.07802083333,31.0,32.7129032258,7.116458333330001,0.52,0.24,0.0,0.2,0.0,0.04,31.0,7.116458333330001,14.0,3.0,2018-02-01,52.0,24.0,0.0,20.0,0.0,4.0
765,2018,1,DOUAI,PARIS NORD,77.65463917529999,197.0,3.0,39.0,8.03290598291,1.8029209622,37.0,21.4009009009,5.04690721649,0.363636363636,0.181818181818,0.227272727273,0.181818181818,0.0454545454545,0.0,10.0,5.04690721649,5.0,3.0,2018-01-01,36.3636363636,18.1818181818,22.7272727273,18.1818181818,4.54545454545,0.0
766,2018,1,PARIS EST,STRASBOURG,112.286597938,494.0,9.0,49.0,6.267006802719999,0.576323024055,14.0,27.3,0.778144329897,0.25,0.0833333333333,0.0833333333333,0.5,0.0833333333333,0.0,11.0,0.778144329897,5.0,1.0,2018-01-01,25.0,8.333333333330001,8.333333333330001,50.0,8.333333333330001,0.0
767,2018,1,PARIS LYON,MONTPELLIER,209.278911565,294.0,0.0,47.0,12.2280141844,1.62624716553,37.0,39.0103603604,4.36303854875,0.257142857143,0.457142857143,0.114285714286,0.142857142857,0.0285714285714,0.0,37.0,4.36303854875,19.0,6.0,2018-01-01,25.7142857143,45.7142857143,11.4285714286,14.2857142857,2.85714285714,0.0
768,2018,1,FRANCFORT,PARIS EST,224.611302682,177.0,3.0,43.0,4.61976744186,1.33975095785,26.0,25.8615384615,6.438984674330001,0.307692307692,0.153846153846,0.230769230769,0.153846153846,0.0769230769231,0.0769230769231,25.0,6.438984674330001,6.0,1.0,2018-01-01,30.7692307692,15.3846153846,23.0769230769,15.3846153846,7.692307692310001,7.692307692310001
769,2018,1,PARIS EST,FRANCFORT,226.227333333,177.0,2.0,19.0,6.24210526316,0.611428571429,20.0,29.3,7.836380952380001,0.3,0.3,0.25,0.15,0.0,0.0,20.0,7.836380952380001,6.0,2.0,2018-01-01,30.0,30.0,25.0,15.0,0.0,0.0
772,2018,3,RENNES,LYON PART DIEU,234.0,93.0,0.0,21.0,3.99761904762,0.902688172043,5.0,57.1833333333,2.07634408602,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,0.0,5.0,2.07634408602,3.0,2.0,2018-03-01,33.333333333300004,0.0,33.333333333300004,33.333333333300004,0.0,0.0
774,2018,3,AIX EN PROVENCE TGV,PARIS LYON,188.675257732,396.0,8.0,148.0,7.855518018019999,3.0699742268,39.0,32.4358974359,4.288187285219999,0.333333333333,0.166666666667,0.111111111111,0.305555555556,0.0555555555556,0.0277777777778,39.0,4.288187285219999,14.0,3.0,2018-03-01,33.333333333300004,16.6666666667,11.1111111111,30.5555555556,5.555555555560001,2.77777777778
776,2018,3,GRENOBLE,PARIS LYON,183.016260163,251.0,5.0,47.0,5.12765957447,0.979674796748,31.0,30.4510752688,4.52140921409,0.304347826087,0.217391304348,0.260869565217,0.0869565217391,0.0869565217391,0.0434782608696,32.0,4.52140921409,9.0,3.0,2018-03-01,30.4347826087,21.7391304348,26.0869565217,8.69565217391,8.69565217391,4.34782608696
784,2015,7,PARIS LYON,AIX EN PROVENCE TGV,182.519269777,493.0,0.0,46.0,16.9130434783,1.79918864097,63.0,26.4285714286,6.533468559839999,0.253968253968,0.190476190476,0.047619047619,0.333333333333,0.126984126984,0.047619047619,51.0,29.6470588,18.0,3.0,2015-07-01,25.3968253968,19.0476190476,4.7619047619,33.333333333300004,12.6984126984,4.7619047619
785,2015,7,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,79.1642512077,207.0,0.0,11.0,17.8181818182,1.11111111111,19.0,21.7894736842,2.0869565217400003,0.368421052632,0.0,0.105263157895,0.210526315789,0.210526315789,0.105263157895,9.0,35.7777778,5.0,1.0,2015-07-01,36.8421052632,0.0,10.5263157895,21.0526315789,21.0526315789,10.5263157895
787,2015,7,PARIS MONTPARNASSE,ANGERS SAINT LAUD,101.417091837,392.0,0.0,35.0,26.3142857143,2.69387755102,72.0,25.1388888889,7.15051020408,0.285714285714,0.385714285714,0.0714285714286,0.1,0.157142857143,0.0,46.0,32.326087,13.0,4.0,2015-07-01,28.5714285714,38.5714285714,7.1428571428600005,10.0,15.7142857143,0.0
788,2015,7,LAVAL,PARIS MONTPARNASSE,103.920454545,220.0,0.0,26.0,14.8846153846,2.08636363636,20.0,31.0,3.03181818182,0.277777777778,0.277777777778,0.222222222222,0.222222222222,0.0,0.0,15.0,36.8666667,9.0,1.0,2015-07-01,27.7777777778,27.7777777778,22.2222222222,22.2222222222,0.0,0.0
790,2015,7,NANTES,STRASBOURG,325.470588235,51.0,0.0,2.0,21.0,0.921568627451,7.0,45.7142857143,7.27450980392,0.142857142857,0.5714285714289999,0.142857142857,0.142857142857,0.0,0.0,7.0,45.714285700000005,3.0,2.0,2015-07-01,14.2857142857,57.142857142900006,14.2857142857,14.2857142857,0.0,0.0
791,2015,7,GENEVE,PARIS LYON,172.633187773,229.0,0.0,25.0,14.32,2.42794759825,23.0,33.9565217391,1.97816593886,0.4545454545449999,0.1363636363639999,0.272727272727,0.0454545454545,0.0454545454545,0.0454545454545,20.0,36.8,10.0,3.0,2015-07-01,45.4545454545,13.6363636364,27.2727272727,4.54545454545,4.54545454545,4.54545454545
793,2015,6,PARIS NORD,ARRAS,53.03896103899999,308.0,0.0,20.0,19.05,1.39285714286,26.0,18.5384615385,0.659090909091,0.291666666667,0.375,0.125,0.0833333333333,0.125,0.0,10.0,32.5,5.0,0.0,2015-06-01,29.1666666667,37.5,12.5,8.333333333330001,12.5,0.0
794,2015,6,LILLE,LYON PART DIEU,193.722846442,268.0,1.0,23.0,18.5217391304,2.1722846441900003,33.0,38.1212121212,6.591760299630001,0.181818181818,0.151515151515,0.333333333333,0.242424242424,0.0606060606061,0.030303030303,31.0,39.8064516,14.0,6.0,2015-06-01,18.1818181818,15.151515151500002,33.333333333300004,24.2424242424,6.06060606061,3.0303030303
796,2015,5,PARIS LYON,MARSEILLE ST CHARLES,198.408991228,457.0,1.0,15.0,13.8666666667,0.572368421053,40.0,37.8,6.30263157895,0.375,0.125,0.2,0.225,0.025,0.05,40.0,37.8,20.0,6.0,2015-05-01,37.5,12.5,20.0,22.5,2.5,5.0
800,2015,5,NANTES,PARIS MONTPARNASSE,140.042201835,547.0,2.0,37.0,12.4594594595,1.25688073394,38.0,27.8684210526,2.00550458716,0.222222222222,0.305555555556,0.25,0.111111111111,0.111111111111,0.0,23.0,37.695652200000005,8.0,4.0,2015-05-01,22.2222222222,30.5555555556,25.0,11.1111111111,11.1111111111,0.0
801,2015,1,LYON PART DIEU,PARIS LYON,120.291800643,622.0,0.0,66.0,11.0606060606,1.97909967846,50.0,24.28,1.5996784565900002,0.270833333333,0.104166666667,0.2083333333329999,0.291666666667,0.104166666667,0.0208333333332999,31.0,31.4838709677,12.0,3.0,2015-01-01,27.083333333300004,10.4166666667,20.8333333333,29.1666666667,10.4166666667,2.08333333333
802,2015,1,PARIS LYON,VALENCE ALIXAN TGV,131.334494774,288.0,1.0,16.0,17.3125,1.14285714286,26.0,38.0384615385,4.61672473868,0.416666666667,0.166666666667,0.0833333333333,0.166666666667,0.125,0.0416666666667,16.0,53.4375,9.0,6.0,2015-01-01,41.6666666667,16.6666666667,8.333333333330001,16.6666666667,12.5,4.16666666667
803,2015,1,MONTPELLIER,LYON PART DIEU,109.534920635,317.0,2.0,17.0,27.0588235294,1.6507936507899998,44.0,31.818181818200003,6.59365079365,0.292682926829,0.219512195122,0.121951219512,0.121951219512,0.121951219512,0.121951219512,29.0,41.5172413793,12.0,5.0,2015-01-01,29.2682926829,21.9512195122,12.1951219512,12.1951219512,12.1951219512,12.1951219512
804,2015,1,PARIS NORD,DUNKERQUE,120.816,250.0,0.0,11.0,19.3636363636,1.016,19.0,33.3157894737,2.844,0.263157894737,0.157894736842,0.157894736842,0.0526315789474,0.263157894737,0.105263157895,12.0,46.1666666667,8.0,1.0,2015-01-01,26.3157894737,15.7894736842,15.7894736842,5.26315789474,26.3157894737,10.5263157895
805,2015,1,PARIS LYON,CHAMBERY CHALLES LES EAUX,182.324380165,242.0,0.0,7.0,16.1428571429,0.7272727272730001,22.0,27.5909090909,3.40495867769,0.421052631579,0.210526315789,0.105263157895,0.157894736842,0.0526315789474,0.0526315789474,16.0,33.3125,7.0,1.0,2015-01-01,42.10526315790001,21.0526315789,10.5263157895,15.7894736842,5.26315789474,5.26315789474
807,2019,2,LYON PART DIEU,MONTPELLIER,115.528409091,182.0,6.0,62.0,10.3467741935,3.6853219697,22.0,29.1757575758,2.77613636364,0.272727272727,0.227272727273,0.318181818182,0.0454545454545,0.0909090909091,0.0454545454545,16.0,2.77613636364,6.0,4.0,2019-02-01,27.2727272727,22.7272727273,31.818181818200003,4.54545454545,9.09090909091,4.54545454545
809,2019,3,PARIS MONTPARNASSE,LAVAL,82.2716049383,249.0,6.0,30.0,15.6044444444,1.45788751715,36.0,24.9444444444,4.170027434840001,0.260869565217,0.260869565217,0.0869565217391,0.260869565217,0.130434782609,0.0,15.0,4.170027434840001,6.0,5.0,2019-03-01,26.0869565217,26.0869565217,8.69565217391,26.0869565217,13.0434782609,0.0
810,2019,3,PARIS LYON,MULHOUSE VILLE,169.487804878,287.0,0.0,23.0,9.63333333333,0.424390243902,23.0,27.4949275362,3.18600464576,0.0434782608696,0.260869565217,0.304347826087,0.304347826087,0.0,0.0869565217391,15.0,3.18600464576,6.0,2.0,2019-03-01,4.34782608696,26.0869565217,30.4347826087,30.4347826087,0.0,8.69565217391
813,2019,3,PARIS LYON,BESANCON FRANCHE COMTE TGV,130.42051282100002,195.0,0.0,17.0,12.397058823499998,0.7953846153849999,12.0,24.927777777800003,2.59974358974,0.166666666667,0.25,0.166666666667,0.25,0.0833333333333,0.0833333333333,7.0,2.59974358974,3.0,1.0,2019-03-01,16.6666666667,25.0,16.6666666667,25.0,8.333333333330001,8.333333333330001
816,2018,7,PARIS MONTPARNASSE,ST MALO,172.057142857,120.0,15.0,17.0,21.4901960784,3.11507936508,12.0,38.8763888889,3.64095238095,0.166666666667,0.333333333333,0.25,0.166666666667,0.0833333333333,0.0,9.0,3.64095238095,5.0,1.0,2018-07-01,16.6666666667,33.333333333300004,25.0,16.6666666667,8.333333333330001,0.0
827,2018,1,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61.059125964,391.0,2.0,61.0,7.79699453552,0.8868894601539999,71.0,12.4051643192,3.3464867180799995,0.212121212121,0.424242424242,0.0909090909091,0.212121212121,0.0606060606061,0.0,17.0,3.3464867180799995,6.0,0.0,2018-01-01,21.2121212121,42.4242424242,9.09090909091,21.2121212121,6.06060606061,0.0
830,2018,1,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.372881356,118.0,0.0,12.0,6.37361111111,0.575564971751,13.0,30.6435897436,4.12019774011,0.4,0.3,0.2,0.0,0.1,0.0,7.0,4.12019774011,4.0,2.0,2018-01-01,40.0,30.0,20.0,0.0,10.0,0.0
832,2018,6,PARIS MONTPARNASSE,ST MALO,171.047058824,96.0,11.0,8.0,15.629166666700002,1.4850980392200002,7.0,31.5119047619,2.12450980392,0.5714285714289999,0.142857142857,0.142857142857,0.142857142857,0.0,0.0,4.0,2.12450980392,2.0,1.0,2018-06-01,57.142857142900006,14.2857142857,14.2857142857,14.2857142857,0.0,0.0
833,2018,6,PARIS EST,METZ,84.8262411348,294.0,12.0,34.0,22.3691176471,2.91323877069,37.0,22.672972973,2.67559101655,0.09375,0.21875,0.125,0.4375,0.125,0.0,19.0,2.67559101655,7.0,2.0,2018-06-01,9.375,21.875,12.5,43.75,12.5,0.0
836,2018,6,MARSEILLE ST CHARLES,TOURCOING,299.0,20.0,2.0,2.0,16.175,1.7509259259299998,2.0,44.5,6.666666666669999,0.5,0.5,0.0,0.0,0.0,0.0,2.0,6.666666666669999,1.0,1.0,2018-06-01,50.0,50.0,0.0,0.0,0.0,0.0
839,2018,3,PARIS MONTPARNASSE,LAVAL,84.1869158879,218.0,4.0,33.0,10.3095959596,1.2949376947,31.0,18.9946236559,3.93185358255,0.25,0.2,0.1,0.3,0.05,0.1,13.0,3.93185358255,5.0,2.0,2018-03-01,25.0,20.0,10.0,30.0,5.0,10.0
840,2018,3,NANTES,PARIS MONTPARNASSE,128.569444444,517.0,13.0,165.0,6.2296969697,1.95337301587,69.0,26.1309178744,5.163359788359999,0.416666666667,0.216666666667,0.1833333333329999,0.133333333333,0.05,0.0,41.0,5.163359788359999,20.0,5.0,2018-03-01,41.6666666667,21.6666666667,18.3333333333,13.3333333333,5.0,0.0
851,2018,2,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,168.0,102.0,1.0,12.0,10.0458333333,0.7107260726069999,23.0,22.3514492754,6.277227722769999,0.3478260869569999,0.130434782609,0.173913043478,0.260869565217,0.0869565217391,0.0,15.0,6.277227722769999,5.0,1.0,2018-02-01,34.7826086957,13.0434782609,17.3913043478,26.0869565217,8.69565217391,0.0
852,2018,2,ANNECY,PARIS LYON,224.640883978,181.0,0.0,17.0,5.17647058824,0.491712707182,42.0,25.5988095238,7.669521178639999,0.107142857143,0.321428571429,0.285714285714,0.285714285714,0.0,0.0,42.0,7.669521178639999,11.0,2.0,2018-02-01,10.7142857143,32.1428571429,28.5714285714,28.5714285714,0.0,0.0
854,2018,2,GRENOBLE,PARIS LYON,182.96475770900005,227.0,0.0,25.0,13.24,1.45814977974,35.0,28.0866666667,6.905873715119999,0.225806451613,0.225806451613,0.322580645161,0.225806451613,0.0,0.0,41.0,6.905873715119999,18.0,2.0,2018-02-01,22.5806451613,22.5806451613,32.2580645161,22.5806451613,0.0,0.0
858,2015,1,PARIS LYON,GRENOBLE,182.790948276,233.0,1.0,9.0,22.0,0.965517241379,23.0,42.7826086957,5.18534482759,0.52380952381,0.190476190476,0.0952380952381,0.142857142857,0.0,0.047619047619,23.0,42.7826086957,12.0,4.0,2015-01-01,52.38095238100001,19.0476190476,9.523809523810002,14.2857142857,0.0,4.7619047619
859,2015,1,PARIS LYON,LYON PART DIEU,120.494176373,603.0,2.0,24.0,13.4583333333,0.6738768718800001,38.0,28.7631578947,1.98835274542,0.361111111111,0.166666666667,0.138888888889,0.277777777778,0.0555555555556,0.0,29.0,33.724137931,9.0,2.0,2015-01-01,36.1111111111,16.6666666667,13.8888888889,27.7777777778,5.555555555560001,0.0
860,2015,1,MULHOUSE VILLE,PARIS LYON,167.795366795,261.0,2.0,24.0,15.4166666667,2.02316602317,21.0,33.1904761905,1.89189189189,0.190476190476,0.142857142857,0.428571428571,0.047619047619,0.0952380952381,0.0952380952381,16.0,39.4375,7.0,4.0,2015-01-01,19.0476190476,14.2857142857,42.8571428571,4.7619047619,9.523809523810002,9.523809523810002
861,2015,1,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.0,112.0,0.0,3.0,10.6666666667,0.375,14.0,23.9285714286,2.91071428571,0.285714285714,0.142857142857,0.214285714286,0.142857142857,0.214285714286,0.0,8.0,32.625,5.0,0.0,2015-01-01,28.5714285714,14.2857142857,21.4285714286,14.2857142857,21.4285714286,0.0
864,2015,6,PARIS NORD,DOUAI,71.1170731707,205.0,0.0,14.0,20.5714285714,1.54146341463,19.0,19.5263157895,1.42926829268,0.277777777778,0.388888888889,0.111111111111,0.0,0.222222222222,0.0,10.0,29.3,4.0,0.0,2015-06-01,27.7777777778,38.8888888889,11.1111111111,0.0,22.2222222222,0.0
865,2015,7,NANCY,PARIS EST,95.9474637681,276.0,0.0,15.0,16.4666666667,1.3260869565200002,16.0,22.8125,0.0108695652174,0.3125,0.25,0.0,0.25,0.1875,0.0,10.0,29.5,3.0,1.0,2015-07-01,31.25,25.0,0.0,25.0,18.75,0.0
867,2015,7,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.526315789,114.0,0.0,7.0,21.8571428571,1.61403508772,21.0,29.285714285700003,7.62280701754,0.428571428571,0.238095238095,0.047619047619,0.142857142857,0.142857142857,0.0,15.0,35.7333333,6.0,2.0,2015-07-01,42.8571428571,23.8095238095,4.7619047619,14.2857142857,14.2857142857,0.0
868,2015,7,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.0,114.0,0.0,3.0,21.6666666667,0.59649122807,13.0,29.5384615385,2.9649122807,0.3846153846149999,0.230769230769,0.0,0.230769230769,0.153846153846,0.0,8.0,40.5,4.0,1.0,2015-07-01,38.4615384615,23.0769230769,0.0,23.0769230769,15.3846153846,0.0
870,2015,7,PARIS MONTPARNASSE,QUIMPER,272.149758454,207.0,0.0,26.0,22.0769230769,3.1014492753600003,24.0,38.2916666667,5.06763285024,0.304347826087,0.217391304348,0.130434782609,0.0869565217391,0.260869565217,0.0,24.0,38.2916667,13.0,3.0,2015-07-01,30.4347826087,21.7391304348,13.0434782609,8.69565217391,26.0869565217,0.0
871,2015,7,QUIMPER,PARIS MONTPARNASSE,279.233480176,227.0,0.0,2.0,19.5,0.224669603524,20.0,32.55,3.86343612335,0.35,0.3,0.2,0.15,0.0,0.0,20.0,32.55,7.0,3.0,2015-07-01,35.0,30.0,20.0,15.0,0.0,0.0
875,2015,5,PARIS LYON,NIMES,177.48688046599997,343.0,0.0,8.0,32.25,0.8746355685130001,51.0,26.1176470588,6.48104956268,0.224489795918,0.30612244898,0.244897959184,0.122448979592,0.0612244897959,0.0408163265306,30.0,35.6333333,11.0,6.0,2015-05-01,22.4489795918,30.612244898,24.4897959184,12.2448979592,6.12244897959,4.08163265306
877,2015,5,PARIS MONTPARNASSE,TOURS,76.797752809,178.0,0.0,4.0,8.25,0.286516853933,14.0,17.1428571429,1.8370786516900004,0.142857142857,0.357142857143,0.142857142857,0.285714285714,0.0714285714286,0.0,5.0,32.0,2.0,0.0,2015-05-01,14.2857142857,35.7142857143,14.2857142857,28.5714285714,7.1428571428600005,0.0
878,2015,5,PARIS MONTPARNASSE,TOULOUSE MATABIAU,331.568181818,154.0,0.0,2.0,15.0,0.311688311688,15.0,34.0,4.65584415584,0.416666666667,0.5,0.0833333333333,0.0,0.0,0.0,15.0,34.0,6.0,1.0,2015-05-01,41.6666666667,50.0,8.333333333330001,0.0,0.0,0.0
879,2015,5,DOUAI,PARIS NORD,83.6732673267,202.0,0.0,12.0,26.0,1.7772277227700002,26.0,28.8846153846,2.43069306931,0.3846153846149999,0.3846153846149999,0.0384615384615,0.0769230769231,0.115384615385,0.0,11.0,56.1818182,7.0,3.0,2015-05-01,38.4615384615,38.4615384615,3.84615384615,7.692307692310001,11.538461538499998,0.0
880,2015,5,DUNKERQUE,PARIS NORD,127.761904762,254.0,2.0,2.0,25.5,0.25,16.0,36.0625,1.42063492063,0.666666666667,0.2,0.0,0.0666666666666999,0.0666666666666999,0.0,12.0,43.75,7.0,1.0,2015-05-01,66.6666666667,20.0,0.0,6.666666666669999,6.666666666669999,0.0
883,2015,2,PARIS LYON,MARSEILLE ST CHARLES,196.354368932,412.0,0.0,14.0,19.4285714286,0.745145631068,21.0,31.0476190476,3.01941747573,0.428571428571,0.190476190476,0.0952380952381,0.190476190476,0.0,0.0952380952381,21.0,31.047619,9.0,1.0,2015-02-01,42.8571428571,19.0476190476,9.523809523810002,19.0476190476,0.0,9.523809523810002
884,2015,2,PARIS LYON,MULHOUSE VILLE,166.735507246,276.0,0.0,9.0,19.0,0.79347826087,15.0,31.4666666667,2.25362318841,0.4,0.266666666667,0.133333333333,0.0,0.2,0.0,12.0,36.4166667,5.0,1.0,2015-02-01,40.0,26.6666666667,13.3333333333,0.0,20.0,0.0
885,2015,2,PARIS MONTPARNASSE,BORDEAUX ST JEAN,210.177083333,577.0,1.0,22.0,19.7727272727,0.949652777778,44.0,30.7727272727,4.30729166667,0.289473684211,0.4736842105259999,0.105263157895,0.0789473684211,0.0526315789474,0.0,44.0,30.7727273,11.0,3.0,2015-02-01,28.9473684211,47.368421052600006,10.5263157895,7.894736842109999,5.26315789474,0.0
888,2015,2,PARIS MONTPARNASSE,TOULOUSE MATABIAU,332.73015873,126.0,0.0,7.0,21.5714285714,1.44444444444,9.0,39.2222222222,4.38888888889,0.5,0.25,0.125,0.125,0.0,0.0,9.0,39.2222222,5.0,1.0,2015-02-01,50.0,25.0,12.5,12.5,0.0,0.0
890,2017,12,PARIS LYON,NIMES,177.91554054099998,297.0,1.0,31.0,16.0005376344,1.5378378378400002,48.0,37.7631944444,7.405686936939999,0.377777777778,0.177777777778,0.111111111111,0.266666666667,0.0222222222221999,0.0444444444443999,33.0,7.405686936939999,15.0,6.0,2017-12-01,37.7777777778,17.7777777778,11.1111111111,26.6666666667,2.22222222222,4.44444444444
891,2017,12,PARIS MONTPARNASSE,LA ROCHELLE VILLE,166.433789954,221.0,2.0,27.0,16.285802469100002,2.1492389649900003,35.0,27.3142857143,5.789954337899999,0.205882352941,0.0882352941176,0.176470588235,0.441176470588,0.0294117647059,0.0588235294118,21.0,5.789954337899999,13.0,1.0,2017-12-01,20.5882352941,8.823529411760003,17.6470588235,44.1176470588,2.9411764705900003,5.8823529411800015
892,2015,3,PARIS LYON,CHAMBERY CHALLES LES EAUX,184.771689498,219.0,0.0,3.0,18.6666666667,0.415525114155,18.0,34.2222222222,4.23744292237,0.0,0.176470588235,0.411764705882,0.352941176471,0.0588235294118,0.0,13.0,42.30769229999999,5.0,2.0,2015-03-01,0.0,17.6470588235,41.1764705882,35.29411764709999,5.8823529411800015,0.0
894,2015,3,LAVAL,PARIS MONTPARNASSE,103.263485477,241.0,0.0,18.0,21.8888888889,2.10788381743,14.0,34.9285714286,1.78008298755,0.538461538462,0.230769230769,0.153846153846,0.0769230769231,0.0,0.0,12.0,38.5833333,3.0,2.0,2015-03-01,53.8461538462,23.0769230769,15.3846153846,7.692307692310001,0.0,0.0
895,2015,3,PARIS MONTPARNASSE,POITIERS,104.343811395,509.0,0.0,8.0,15.0,0.314341846758,16.0,19.875,0.6601178781929999,0.5,0.3125,0.125,0.0,0.0,0.0625,9.0,26.2222222,2.0,1.0,2015-03-01,50.0,31.25,12.5,0.0,0.0,6.25
896,2015,3,PARIS MONTPARNASSE,ST MALO,183.078431373,102.0,0.0,3.0,9.33333333333,0.392156862745,5.0,43.0,2.1568627451,0.6000000000000001,0.2,0.0,0.2,0.0,0.0,5.0,43.0,2.0,1.0,2015-03-01,60.0,20.0,0.0,20.0,0.0,0.0
898,2015,3,MONTPELLIER,LYON PART DIEU,109.612951807,332.0,0.0,20.0,27.3,1.8313253012,70.0,25.6857142857,7.60542168675,0.289855072464,0.376811594203,0.188405797101,0.101449275362,0.0144927536232,0.0289855072464,45.0,32.84444439999999,16.0,5.0,2015-03-01,28.9855072464,37.681159420300006,18.8405797101,10.1449275362,1.44927536232,2.89855072464
899,2015,10,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,174.016666667,120.0,0.0,9.0,13.2222222222,1.13333333333,12.0,23.8333333333,4.425,0.25,0.333333333333,0.25,0.166666666667,0.0,0.0,6.0,34.8333333,2.0,1.0,2015-10-01,25.0,33.333333333300004,25.0,16.6666666667,0.0,0.0
900,2015,10,ANGOULEME,PARIS MONTPARNASSE,153.807365439,353.0,0.0,60.0,16.8166666667,3.62322946176,36.0,25.7222222222,3.628895184140001,0.147058823529,0.470588235294,0.294117647059,0.0588235294118,0.0,0.0294117647059,18.0,38.6666667,7.0,4.0,2015-10-01,14.705882352899998,47.0588235294,29.4117647059,5.8823529411800015,0.0,2.9411764705900003
